id,volume,year,issue,journal_name
671,57,2024,3,Shields-Ford
672,53,2018,3,Shields-Ford
673,25,2018,1,Shields-Ford
674,95,2018,2,Shields-Ford
675,75,2020,3,Shields-Ford
676,11,2024,3,Shields-Ford
677,30,2024,3,Shields-Ford
678,33,2024,1,Shields-Ford
679,18,2019,4,Shields-Ford
680,64,2019,3,Shields-Ford
681,50,2024,4,Shields-Ford
682,35,2021,1,Shields-Ford
683,33,2020,3,Shields-Ford
684,73,2019,3,Shields-Ford
685,17,2020,2,Shields-Ford
686,82,2022,2,Shields-Ford
687,3,2018,4,Shields-Ford
688,62,2022,4,Shields-Ford
689,16,2019,4,Shields-Ford
690,56,2019,3,Shields-Ford
691,58,2021,3,Shields-Ford
692,59,2018,4,Shields-Ford
693,30,2021,1,Shields-Ford
694,13,2024,3,Shields-Ford
695,78,2019,4,Shields-Ford
696,40,2023,2,Shields-Ford
697,42,2019,4,Shields-Ford
698,98,2023,2,Shields-Ford
699,48,2023,1,Shields-Ford
700,9,2021,4,Shields-Ford
701,20,2021,4,Shields-Ford
702,39,2018,2,Shields-Ford
703,40,2024,4,Shields-Ford
704,88,2018,3,Shields-Ford
705,63,2022,1,Shields-Ford
706,20,2022,4,Shields-Ford
707,45,2020,3,Shields-Ford
708,59,2018,3,Shields-Ford
709,1,2022,2,Shields-Ford
710,48,2018,2,Shields-Ford
711,32,2020,2,Shields-Ford
712,2,2024,3,Shields-Ford
713,4,2018,2,Shields-Ford
714,71,2023,2,Shields-Ford
715,3,2019,4,Shields-Ford
716,38,2022,1,Shields-Ford
717,33,2024,2,Shields-Ford
718,76,2019,3,Shields-Ford
719,95,2022,3,Shields-Ford
720,29,2019,2,Shields-Ford
721,35,2018,4,Shields-Ford
722,49,2023,4,Shields-Ford
723,55,2020,3,Shields-Ford
724,61,2018,4,Shields-Ford
725,1,2024,4,Shields-Ford
726,94,2020,4,Shields-Ford
727,75,2021,2,Shields-Ford
728,27,2021,2,Shields-Ford
729,33,2023,1,Shields-Ford
730,91,2022,4,Shields-Ford
731,60,2020,1,Shields-Ford
732,4,2024,4,Shields-Ford
733,83,2022,2,Shields-Ford
734,67,2019,3,Shields-Ford
735,15,2022,4,Shields-Ford
736,82,2019,2,Shields-Ford
737,91,2021,1,Shields-Ford
738,14,2023,4,Shields-Ford
739,80,2024,4,Shields-Ford
740,93,2021,1,Shields-Ford
741,74,2023,3,Shields-Ford
742,72,2018,3,Shields-Ford
743,84,2018,2,Shields-Ford
744,88,2022,2,Shields-Ford
745,22,2019,4,Shields-Ford
746,6,2024,4,Shields-Ford
747,27,2023,4,Shields-Ford
748,72,2022,2,Shields-Ford
749,86,2019,4,Shields-Ford
750,30,2021,4,Shields-Ford
751,87,2024,3,Shields-Ford
752,16,2022,3,Shields-Ford
753,17,2023,4,Shields-Ford
754,36,2019,2,Shields-Ford
755,27,2024,1,Shields-Ford
756,45,2023,3,Shields-Ford
757,100,2021,3,Shields-Ford
758,77,2021,3,Shields-Ford
759,36,2020,4,Shields-Ford
760,47,2021,4,Shields-Ford
761,80,2022,3,Shields-Ford
762,85,2024,1,Shields-Ford
763,24,2023,1,Shields-Ford
764,99,2021,1,Shields-Ford
765,88,2023,4,Shields-Ford
766,48,2020,1,Shields-Ford
767,17,2022,1,Shields-Ford
768,54,2024,4,Shields-Ford
769,23,2020,3,Shields-Ford
770,53,2021,1,Shields-Ford
771,32,2024,4,Butler-Tyler
772,55,2023,3,Butler-Tyler
773,59,2022,2,Butler-Tyler
774,34,2019,1,Butler-Tyler
775,57,2023,3,Butler-Tyler
776,45,2024,4,Butler-Tyler
777,78,2023,1,Butler-Tyler
778,58,2023,4,Butler-Tyler
779,1,2021,2,Butler-Tyler
780,9,2024,3,Butler-Tyler
781,60,2020,3,Butler-Tyler
782,23,2018,4,Butler-Tyler
783,71,2018,1,Butler-Tyler
784,62,2018,4,Butler-Tyler
785,62,2020,1,Butler-Tyler
786,93,2024,1,Butler-Tyler
787,25,2018,1,Butler-Tyler
788,78,2023,3,Butler-Tyler
789,9,2022,3,Butler-Tyler
790,75,2021,4,Butler-Tyler
791,19,2024,1,Butler-Tyler
792,28,2022,4,Butler-Tyler
793,93,2023,3,Butler-Tyler
794,33,2019,2,Butler-Tyler
795,63,2018,3,Butler-Tyler
796,95,2019,3,Butler-Tyler
797,83,2024,4,Butler-Tyler
798,1,2020,1,Butler-Tyler
799,10,2021,3,Butler-Tyler
800,71,2022,3,Butler-Tyler
801,13,2023,4,Butler-Tyler
802,39,2024,3,Butler-Tyler
803,78,2024,1,Butler-Tyler
804,38,2020,4,Butler-Tyler
805,87,2021,4,Butler-Tyler
806,6,2022,2,Butler-Tyler
807,41,2022,2,Butler-Tyler
808,12,2020,3,Butler-Tyler
809,55,2022,4,Butler-Tyler
810,73,2022,2,Butler-Tyler
811,82,2022,4,Butler-Tyler
812,45,2018,4,Butler-Tyler
813,22,2020,3,Butler-Tyler
814,29,2022,3,Butler-Tyler
815,59,2019,4,Butler-Tyler
816,62,2023,3,Butler-Tyler
817,73,2020,2,Butler-Tyler
818,67,2022,3,Butler-Tyler
819,67,2021,4,Butler-Tyler
820,79,2021,2,Butler-Tyler
821,29,2021,1,Butler-Tyler
822,48,2022,1,Butler-Tyler
823,10,2019,3,Butler-Tyler
824,61,2024,2,Butler-Tyler
825,58,2024,2,Butler-Tyler
826,94,2021,1,Butler-Tyler
827,69,2019,1,Butler-Tyler
828,26,2019,3,Butler-Tyler
829,75,2020,1,Butler-Tyler
830,39,2019,2,Butler-Tyler
831,19,2023,1,Butler-Tyler
832,30,2022,4,Butler-Tyler
833,87,2024,4,Butler-Tyler
834,13,2023,1,Butler-Tyler
835,55,2022,4,Butler-Tyler
836,13,2020,1,Butler-Tyler
837,32,2021,1,Butler-Tyler
838,29,2024,2,Butler-Tyler
839,53,2022,3,Butler-Tyler
840,67,2018,4,Butler-Tyler
841,58,2024,1,Butler-Tyler
842,33,2024,3,Butler-Tyler
843,38,2022,2,Butler-Tyler
844,14,2023,1,Butler-Tyler
845,17,2021,1,Butler-Tyler
846,72,2022,4,Butler-Tyler
847,32,2023,4,Butler-Tyler
848,82,2021,4,Butler-Tyler
849,40,2024,1,Butler-Tyler
850,90,2021,4,Butler-Tyler
851,13,2018,3,Butler-Tyler
852,73,2023,2,Butler-Tyler
853,4,2021,1,Butler-Tyler
854,17,2019,3,Butler-Tyler
855,37,2022,3,Butler-Tyler
856,53,2018,4,Butler-Tyler
857,79,2018,1,Butler-Tyler
858,57,2021,3,Butler-Tyler
859,90,2023,1,Butler-Tyler
860,81,2024,4,Butler-Tyler
861,27,2018,3,Butler-Tyler
862,3,2019,4,Butler-Tyler
863,35,2018,2,Butler-Tyler
864,97,2024,3,Butler-Tyler
865,57,2024,4,Butler-Tyler
866,16,2019,1,Butler-Tyler
867,96,2018,4,Butler-Tyler
868,77,2020,1,Butler-Tyler
869,64,2018,2,Butler-Tyler
870,90,2019,3,Butler-Tyler
871,7,2018,4,Butler-Tyler
872,34,2022,1,Butler-Tyler
873,84,2021,3,Butler-Tyler
874,86,2018,3,Butler-Tyler
875,61,2018,2,Butler-Tyler
876,13,2019,2,Butler-Tyler
877,12,2019,4,Butler-Tyler
878,82,2020,4,Butler-Tyler
879,47,2022,2,Butler-Tyler
880,59,2020,2,Butler-Tyler
881,93,2022,4,Butler-Tyler
882,50,2023,2,Butler-Tyler
883,37,2024,1,Butler-Tyler
884,49,2019,3,Butler-Tyler
885,10,2021,1,Butler-Tyler
886,57,2021,4,Butler-Tyler
887,41,2018,1,Butler-Tyler
888,32,2018,1,Butler-Tyler
889,20,2022,4,Butler-Tyler
890,32,2022,2,Butler-Tyler
891,21,2023,2,Butler-Tyler
892,84,2022,1,Butler-Tyler
893,38,2018,4,Butler-Tyler
894,23,2023,1,Butler-Tyler
895,96,2019,1,Butler-Tyler
896,99,2021,3,Butler-Tyler
897,13,2018,3,Butler-Tyler
898,34,2019,3,Butler-Tyler
899,73,2020,1,Butler-Tyler
900,13,2023,3,Butler-Tyler
901,73,2022,2,Butler-Tyler
902,68,2020,3,Butler-Tyler
903,26,2024,1,Butler-Tyler
904,26,2021,4,Butler-Tyler
905,35,2018,4,Butler-Tyler
906,13,2020,2,Butler-Tyler
907,62,2018,1,Butler-Tyler
908,24,2020,3,Butler-Tyler
909,37,2018,1,Butler-Tyler
910,46,2021,1,Butler-Tyler
911,36,2022,4,Butler-Tyler
912,3,2020,4,Butler-Tyler
913,58,2020,3,Butler-Tyler
914,40,2021,3,Butler-Tyler
915,28,2024,3,Butler-Tyler
916,94,2023,3,Butler-Tyler
917,97,2019,3,Butler-Tyler
918,83,2024,4,Butler-Tyler
919,71,2019,4,Butler-Tyler
920,33,2024,1,Butler-Tyler
921,4,2023,1,Butler-Tyler
922,16,2022,3,Butler-Tyler
923,30,2019,1,Butler-Tyler
924,69,2019,1,Butler-Tyler
925,77,2021,4,Butler-Tyler
926,50,2018,3,Butler-Tyler
927,11,2022,2,Butler-Tyler
928,49,2022,3,Butler-Tyler
929,79,2021,2,Butler-Tyler
930,87,2024,2,Butler-Tyler
931,1,2019,3,Butler-Tyler
932,72,2022,2,Butler-Tyler
933,80,2021,2,Butler-Tyler
934,86,2024,1,Butler-Tyler
935,63,2020,4,Butler-Tyler
936,88,2018,2,Butler-Tyler
937,36,2021,4,Butler-Tyler
938,74,2022,4,Butler-Tyler
939,28,2019,3,Vaughn-Mccall
940,81,2020,3,Vaughn-Mccall
941,31,2024,2,Vaughn-Mccall
942,92,2020,3,Vaughn-Mccall
943,89,2021,1,Vaughn-Mccall
944,89,2023,4,Vaughn-Mccall
945,5,2019,4,Vaughn-Mccall
946,54,2019,4,Vaughn-Mccall
947,5,2019,1,Vaughn-Mccall
948,88,2022,4,Vaughn-Mccall
949,86,2019,1,Vaughn-Mccall
950,17,2022,4,Vaughn-Mccall
951,76,2019,1,Vaughn-Mccall
952,33,2021,1,Vaughn-Mccall
953,56,2023,1,Vaughn-Mccall
954,44,2022,4,Vaughn-Mccall
955,64,2018,4,Vaughn-Mccall
956,4,2023,1,Vaughn-Mccall
957,62,2022,2,Vaughn-Mccall
958,36,2021,1,Vaughn-Mccall
959,48,2020,3,Vaughn-Mccall
960,55,2022,4,Vaughn-Mccall
961,100,2023,1,Vaughn-Mccall
962,16,2022,1,Vaughn-Mccall
963,98,2022,2,Vaughn-Mccall
964,31,2022,3,Vaughn-Mccall
965,76,2019,4,Vaughn-Mccall
966,58,2021,4,Vaughn-Mccall
967,23,2020,4,Vaughn-Mccall
968,14,2018,3,Vaughn-Mccall
969,42,2020,2,Vaughn-Mccall
970,45,2024,4,Vaughn-Mccall
971,54,2022,3,Vaughn-Mccall
972,73,2023,1,Vaughn-Mccall
973,90,2019,2,Vaughn-Mccall
974,44,2019,1,Vaughn-Mccall
975,85,2020,1,Vaughn-Mccall
976,47,2024,1,Vaughn-Mccall
977,53,2019,3,Vaughn-Mccall
978,5,2024,1,Vaughn-Mccall
979,88,2018,4,Vaughn-Mccall
980,26,2018,4,Vaughn-Mccall
981,65,2019,2,Vaughn-Mccall
982,13,2019,4,Vaughn-Mccall
983,42,2021,1,Vaughn-Mccall
984,78,2022,1,Vaughn-Mccall
985,52,2024,1,Vaughn-Mccall
986,80,2018,4,Vaughn-Mccall
987,51,2024,3,Vaughn-Mccall
988,44,2020,2,Vaughn-Mccall
989,10,2023,3,Vaughn-Mccall
990,89,2023,1,Vaughn-Mccall
991,61,2021,3,Vaughn-Mccall
992,97,2019,4,Vaughn-Mccall
993,56,2021,3,Vaughn-Mccall
994,87,2018,3,Vaughn-Mccall
995,1,2024,4,Vaughn-Mccall
996,49,2019,3,Vaughn-Mccall
997,68,2024,4,Vaughn-Mccall
998,55,2020,3,Vaughn-Mccall
999,19,2019,4,Vaughn-Mccall
1000,60,2024,2,Vaughn-Mccall
